Player,Salary,Year,Tm
Goran Dragic,15890000,2017,MIA
Wayne Ellington,6000000,2017,MIA
Josh McRoberts,5782450,2017,MIA
Tyler Johnson,5628000,2017,MIA
Derrick Williams,4598000,2017,MIA
Udonis Haslem,4000000,2017,MIA
James Johnson,4000000,2017,MIA
Dion Waiters,2898000,2017,MIA
Justise Winslow,2593440,2017,MIA
Luke Babbitt,1227000,2017,MIA
Willie Reed,1015696,2017,MIA
Josh Richardson,874636,2017,MIA
Rodney McGruder,543471,2017,MIA
Okaro White,374933,2017,MIA
Briante Weber,328000,2017,MIA
Stefan Jankovic,100000,2017,MIA
Keith Benson,75000,2017,MIA
Marcus Georges-Hunt,31969,2017,MIA
Chris Bosh,25289390,2018,MIA
Hassan Whiteside,23775506,2018,MIA
Goran Dragic,17000450,2018,MIA
James Johnson,13954000,2018,MIA
Dion Waiters,11000000,2018,MIA
Kelly Olynyk,10607169,2018,MIA
Wayne Ellington,6270000,2018,MIA
Tyler Johnson,5881260,2018,MIA
Justise Winslow,2705040,2018,MIA
Bam Adebayo,2490360,2018,MIA
Udonis Haslem,2328652,2018,MIA
Jordan Mickey,1471382,2018,MIA
Josh Richardson,1471382,2018,MIA
A.J. Hammons,1312611,2018,MIA
Rodney McGruder,1312611,2018,MIA
Okaro White,1312611,2018,MIA
Ray Allen,9000000,2000,MIL
Glenn Robinson,7250000,2000,MIL
Danny Manning,6833333,2000,MIL
Scott Williams,3750000,2000,MIL
Sam Cassell,3500000,2000,MIL
Ervin Johnson,2951029,2000,MIL
Tim Thomas,2098560,2000,MIL
Robert Traylor,2059320,2000,MIL
J.R. Reid,2000000,2000,MIL
Vinny Del Negro,1925000,2000,MIL
Paul Grant,1021080,2000,MIL
Jerome Allen,510000,2000,MIL
Ricky Pierce,510000,2000,MIL
Haywoode Workman,510000,2000,MIL
Darvin Ham,460000,2000,MIL
Rafer Alston,301875,2000,MIL
Ray Allen,10130000,2001,MIL
Tim Thomas,8510000,2001,MIL
Glenn Robinson,8120000,2001,MIL
Danny Manning,6830000,2001,MIL
Jason Caffey,4380000,2001,MIL
Scott Williams,4200000,2001,MIL
Sam Cassell,4000000,2001,MIL
Ervin Johnson,2700000,2001,MIL
Lindsey Hunter,2650000,2001,MIL
Darvin Ham,1700000,2001,MIL
Joel Przybilla,1619880,2001,MIL
Jerome Kersey,1000000,2001,MIL
Mark Pope,498500,2001,MIL
Rafer Alston,423500,2001,MIL
Maceo Baston,423500,2001,MIL
Jason Hart,316969,2001,MIL
Michael Redd,316969,2001,MIL
Ray Allen,11250000,2002,MIL
Tim Thomas,9675000,2002,MIL
Glenn Robinson,8990000,2002,MIL
Jason Caffey,4812500,2002,MIL
Anthony Mason,4538000,2002,MIL
Sam Cassell,4350000,2002,MIL
Ervin Johnson,3670929,2002,MIL
Greg Foster,1764247,2002,MIL
Darvin Ham,1760000,2002,MIL
Joel Przybilla,1741440,2002,MIL
Aleksandar Radojevic,1524600,2002,MIL
Rafer Alston,625000,2002,MIL
Mark Pope,590850,2002,MIL
Jason Hart,465850,2002,MIL
Michael Redd,465850,2002,MIL
Ray Allen,12375000,2003,MIL
Tim Thomas,10750000,2003,MIL
Toni Kukoc,8050000,2003,MIL
Jason Caffey,5250000,2003,MIL
Sam Cassell,4850000,2003,MIL
Anthony Mason,4370819,2003,MIL
Ervin Johnson,3998679,2003,MIL
Michael Redd,3000000,2003,MIL
Joel Przybilla,1862880,2003,MIL
Marcus Haislip,1439400,2003,MIL
Kevin Ollie,1000000,2003,MIL
Dan Gadzuric,349458,2003,MIL
Ronald Murray,349458,2003,MIL
Jamal Sampson,349458,2003,MIL
Tim Thomas,11825000,2004,MIL
Toni Kukoc,9056250,2004,MIL
Jason Caffey,5687500,2004,MIL
Joe Smith,5445600,2004,MIL
Anthony Mason,4348094,2004,MIL
Michael Redd,3000000,2004,MIL
Joel Przybilla,2373309,2004,MIL
T.J. Ford,2002680,2004,MIL
Desmond Mason,1898312,2004,MIL
Marcus Haislip,1547280,2004,MIL
Brian Skinner,1500000,2004,MIL
Erick Strickland,1500000,2004,MIL
Daniel Santiago,1200000,2004,MIL
Damon Jones,751179,2004,MIL
Dan Gadzuric,563679,2004,MIL
Dan Langhi,530943,2004,MIL
Keith Van Horn,14487000,2005,MIL
Desmond Mason,6529630,2005,MIL
Joe Smith,5899400,2005,MIL
Anthony Mason,4710435,2005,MIL
Jason Caffey,4148148,2005,MIL
Mike James,3100000,2005,MIL
Toni Kukoc,3000000,2005,MIL
Michael Redd,3000000,2005,MIL
T.J. Ford,2152800,2005,MIL
Erick Strickland,1650000,2005,MIL
Mo Williams,1600000,2005,MIL
Marcus Haislip,1400000,2005,MIL
Daniel Santiago,1320000,2005,MIL
Kendall Gill,912195,2005,MIL
Zendon Hamilton,807546,2005,MIL
Marcus Fizer,735960,2005,MIL
Dan Gadzuric,695046,2005,MIL
Zaza Pachulia,620046,2005,MIL
Eddie House,563327,2005,MIL
Anthony Goldwire,116713,2005,MIL
Michael Redd,12000000,2006,MIL
Jamaal Magloire,8533333,2006,MIL
Bobby Simmons,8000000,2006,MIL
Calvin Booth,6354600,2006,MIL
Joe Smith,6353200,2006,MIL
Dan Gadzuric,4750000,2006,MIL
Andrew Bogut,4340520,2006,MIL
T.J. Ford,2303040,2006,MIL
Jiri Welsch,2177114,2006,MIL
Toni Kukoc,2000000,2006,MIL
Mo Williams,1760000,2006,MIL
Reece Gaines,1556160,2006,MIL
Ervin Johnson,1138500,2006,MIL
Charlie Bell,641748,2006,MIL
Jermaine Jackson,583944,2006,MIL
Ersan Ilyasova,398762,2006,MIL
Josh Davis,131593,2006,MIL
Michael Redd,13260000,2007,MIL
Bobby Simmons,8640000,2007,MIL
Ruben Patterson,6807000,2007,MIL
Calvin Booth,6629891,2007,MIL
Brian Skinner,5400000,2007,MIL
Dan Gadzuric,5252065,2007,MIL
Andrew Bogut,4665960,2007,MIL
Earl Boykins,2950000,2007,MIL
Charlie Villanueva,2537880,2007,MIL
Mo Williams,1920000,2007,MIL
Julius Hodge,1234800,2007,MIL
Charlie Bell,744551,2007,MIL
Ha Seung-Jin,744551,2007,MIL
Lynn Greer,664209,2007,MIL
Ersan Ilyasova,664209,2007,MIL
Damir Markota,412718,2007,MIL
David Noel,412718,2007,MIL
Jared Reiner,396905,2007,MIL
Chris McCray,161061,2007,MIL
Michael Redd,14520000,2008,MIL
Bobby Simmons,9280000,2008,MIL
Mo Williams,7750000,2008,MIL
Dan Gadzuric,5751130,2008,MIL
Desmond Mason,5000000,2008,MIL
Andrew Bogut,4991520,2008,MIL
Charlie Bell,3100000,2008,MIL
Jake Voskuhl,3000000,2008,MIL
Yi Jianlian,2777760,2008,MIL
Charlie Villanueva,2715000,2008,MIL
Michael Ruffin,1033930,2008,MIL
Royal Ivey,826046,2008,MIL
Awvee Storey,711517,2008,MIL
David Noel,687456,2008,MIL
Ramon Sessions,427163,2008,MIL
Michael Redd,15780000,2009,MIL
Richard Jefferson,13200000,2009,MIL
Luke Ridnour,6500000,2009,MIL
Andrew Bogut,6294310,2009,MIL
Dan Gadzuric,6250195,2009,MIL
Damon Jones,4460186,2009,MIL
Charlie Villanueva,3448050,2009,MIL
Charlie Bell,3354480,2009,MIL
Keith Bogans,2565000,2009,MIL
Joe Alexander,2403120,2009,MIL
Adrian Griffin,1711000,2009,MIL
Francisco Elson,1700000,2009,MIL
Malik Allen,1300000,2009,MIL
Luc Mbah a Moute,757000,2009,MIL
Ramon Sessions,722517,2009,MIL
Austin Croshere,527185,2009,MIL
Eddie Gill,387613,2009,MIL
Michael Redd,17040000,2010,MIL
Andrew Bogut,10000000,2010,MIL
Dan Gadzuric,6749260,2010,MIL
Luke Ridnour,6500000,2010,MIL
John Salmons,5456000,2010,MIL
Kurt Thomas,3800000,2010,MIL
Charlie Bell,3596000,2010,MIL
Carlos Delfino,3500000,2010,MIL
Brandon Jennings,2168520,2010,MIL
Ersan Ilyasova,2100000,2010,MIL
Bruce Bowen,2000000,2010,MIL
Primoz Brezec,1107572,2010,MIL
Royal Ivey,1050000,2010,MIL
Luc Mbah a Moute,736420,2010,MIL
Jerry Stackhouse,668598,2010,MIL
Roko Ukic,303232,2010,MIL
Michael Redd,18300000,2011,MIL
Andrew Bogut,11000000,2011,MIL
Corey Maggette,9600000,2011,MIL
John Salmons,8000000,2011,MIL
Drew Gooden,5760000,2011,MIL
Carlos Delfino,3500000,2011,MIL
Brandon Jennings,2331120,2011,MIL
Ersan Ilyasova,2320500,2011,MIL
Keyon Dooling,2000000,2011,MIL
Larry Sanders,1731960,2011,MIL
Earl Boykins,1352181,2011,MIL
Jon Brockman,1000000,2011,MIL
Chris Douglas-Roberts,854389,2011,MIL
Luc Mbah a Moute,854389,2011,MIL
Brian Skinner,270436,2011,MIL
Darington Hobson,103078,2011,MIL
Garrett Temple,98637,2011,MIL
Andrew Bogut,12000000,2012,MIL
Stephen Jackson,9256500,2012,MIL
Beno Udrih,6925400,2012,MIL
Drew Gooden,6226200,2012,MIL
Luc Mbah a Moute,5000000,2012,MIL
Mike Dunleavy,3750000,2012,MIL
Shaun Livingston,3500000,2012,MIL
Carlos Delfino,3500000,2012,MIL
Ersan Ilyasova,2541000,2012,MIL
Brandon Jennings,2493720,2012,MIL
Larry Sanders,1861920,2012,MIL
Tobias Harris,1418160,2012,MIL
Jon Brockman,1000000,2012,MIL
Jon Leuer,473604,2012,MIL
Darington Hobson,245884,2012,MIL
Monta Ellis,11000000,2013,MIL
Ersan Ilyasova,7900000,2013,MIL
Samuel Dalembert,6698565,2013,MIL
Drew Gooden,6687400,2013,MIL
J.J. Redick,6190000,2013,MIL
Luc Mbah a Moute,4795192,2013,MIL
Mike Dunleavy,3750000,2013,MIL
Ekpe Udoh,3524880,2013,MIL
Brandon Jennings,3179493,2013,MIL
Larry Sanders,1991760,2013,MIL
John Henson,1823280,2013,MIL
Gustavo Ayon,1500000,2013,MIL
Joel Przybilla,1352181,2013,MIL
Marquis Daniels,1229255,2013,MIL
Ishmael Smith,854389,2013,MIL
O.J. Mayo,8000000,2014,MIL
Ersan Ilyasova,7900000,2014,MIL
Zaza Pachulia,5200000,2014,MIL
Ekpe Udoh,4469548,2014,MIL
Luke Ridnour,4320000,2014,MIL
Gary Neal,3250000,2014,MIL
Carlos Delfino,3250000,2014,MIL
Larry Sanders,3053368,2014,MIL
Brandon Knight,2793960,2014,MIL
John Henson,1905360,2014,MIL
Giannis Antetokounmpo,1792560,2014,MIL
Viacheslav Kravtsov,1500000,2014,MIL
Ishmael Smith,951463,2014,MIL
Khris Middleton,788872,2014,MIL
Larry Sanders,11000000,2015,MIL
O.J. Mayo,8000000,2015,MIL
Drew Gooden,6680000,2015,MIL
Zaza Pachulia,5200000,2015,MIL
Jabari Parker,4930560,2015,MIL
Caron Butler,4500000,2015,MIL
Jared Dudley,4250000,2015,MIL
Jerryd Bayless,3000000,2015,MIL
Michael Carter-Williams,2300040,2015,MIL
John Henson,1987320,2015,MIL
Giannis Antetokounmpo,1873200,2015,MIL
Tyler Ennis,1590720,2015,MIL
Shawne Williams,1227985,2015,MIL
Miles Plumlee,1169880,2015,MIL
Khris Middleton,915243,2015,MIL
Damien Inglis,820000,2015,MIL
Nate Wolters,816482,2015,MIL
Johnny O\'Bryant,600000,2015,MIL
Kenyon Martin,414551,2015,MIL
Chris Johnson,107674,2015,MIL
Jorge Gutierrez,59686,2015,MIL
Greg Monroe,16400000,2016,MIL
Khris Middleton,15000000,2016,MIL
O.J. Mayo,8000000,2016,MIL
Greivis Vasquez,6600000,2016,MIL
Jabari Parker,5152440,2016,MIL
Jerryd Bayless,3000000,2016,MIL
John Henson,2943221,2016,MIL
Michael Carter-Williams,2399040,2016,MIL
Miles Plumlee,2109294,2016,MIL
Giannis Antetokounmpo,1953960,2016,MIL
Larry Sanders,1865547,2016,MIL
Rashad Vaughn,1733040,2016,MIL
Tyler Ennis,1662360,2016,MIL
Damien Inglis,855000,2016,MIL
Johnny O\'Bryant,845059,2016,MIL
Steve Novak,416886,2016,MIL
Jared Cunningham,57726,2016,MIL
Greg Monroe,17100000,2017,MIL
Khris Middleton,15200000,2017,MIL
John Henson,12517606,2017,MIL
Miles Plumlee,12500000,2017,MIL
Mirza Teletovic,10500000,2017,MIL
Matthew Dellavedova,9607500,2017,MIL
Spencer Hawes,6348759,2017,MIL
Jabari Parker,5374320,2017,MIL
Giannis Antetokounmpo,2995421,2017,MIL
Thon Maker,2568600,2017,MIL
Tony Snell,2368327,2017,MIL
Larry Sanders,1865547,2017,MIL
Rashad Vaughn,1811040,2017,MIL
Jason Terry,1551659,2017,MIL
Steve Novak,1551659,2017,MIL
Michael Beasley,1403611,2017,MIL
Malcolm Brogdon,925000,2017,MIL
Terrence Jones,236457,2017,MIL
Axel Toupane,51449,2017,MIL
Gary Payton,35166,2017,MIL
Giannis Antetokounmpo,22471910,2018,MIL
Eric Bledsoe,14500000,2018,MIL
Khris Middleton,14100000,2018,MIL
John Henson,11422536,2018,MIL
Mirza Teletovic,10500000,2018,MIL
Tony Snell,9821429,2018,MIL
Matthew Dellavedova,9607500,2018,MIL
Jabari Parker,6782392,2018,MIL
Spencer Hawes,6021175,2018,MIL
Thon Maker,2684160,2018,MIL
Jason Terry,2328652,2018,MIL
D.J. Wilson,2135040,2018,MIL
Rashad Vaughn,1889040,2018,MIL
Larry Sanders,1865547,2018,MIL
DeAndre Liggins,1577230,2018,MIL
Malcolm Brogdon,1312611,2018,MIL
Sterling Brown,815615,2018,MIL
Jalen Moore,50000,2018,MIL
Kevin Garnett,16806300,2000,MIN
Terrell Brandon,7400000,2000,MIN
Dean Garrett,2520000,2000,MIN
Anthony Peeler,2495500,2000,MIN
Joe Smith,2100000,2000,MIN
Wally Szczerbiak,2011440,2000,MIN
Sam Mitchell,2000000,2000,MIN
Tom Hammonds,1800000,2000,MIN
William Avery,1196520,2000,MIN
Malik Sealy,1100000,2000,MIN
Rasho Nesterovic,1050240,2000,MIN
Bobby Jackson,903360,2000,MIN
James Robinson,510000,2000,MIN
Andrae Patterson,385000,2000,MIN
Danny Schayes,211765,2000,MIN
Lou Roe,97412,2000,MIN
Eric Riley,50206,2000,MIN
Trevor Winter,4529,2000,MIN
Kevin Garnett,19610000,2001,MIN
Terrell Brandon,8330000,2001,MIN
Dean Garrett,2880000,2001,MIN
Anthony Peeler,2740000,2001,MIN
Sam Mitchell,2370000,2001,MIN
Chauncey Billups,2250000,2001,MIN
Wally Szczerbiak,2162280,2001,MIN
William Avery,1286160,2001,MIN
LaPhonso Ellis,1200000,2001,MIN
Tom Hammonds,1130000,2001,MIN
Rasho Nesterovic,1123560,2001,MIN
Todd Day,736000,2001,MIN
Reggie Slater,673500,2001,MIN
Sam Jacobson,498500,2001,MIN
Andrae Patterson,498500,2001,MIN
Kevin Garnett,22400000,2002,MIN
Terrell Brandon,9300000,2002,MIN
Joe Smith,4538000,2002,MIN
Dean Garrett,3240000,2002,MIN
Anthony Peeler,2978500,2002,MIN
Chauncey Billups,2475000,2002,MIN
Wally Szczerbiak,2313240,2002,MIN
Tom Hammonds,1800000,2002,MIN
Rasho Nesterovic,1725788,2002,MIN
William Avery,1375920,2002,MIN
Sam Mitchell,1000000,2002,MIN
Gary Trent,715850,2002,MIN
Felipe Lopez,565850,2002,MIN
Maurice Evans,332817,2002,MIN
Loren Woods,332817,2002,MIN
Kevin Garnett,25200000,2003,MIN
Terrell Brandon,10175000,2003,MIN
Joe Smith,4991800,2003,MIN
Marc Jackson,3575000,2003,MIN
Anthony Peeler,3350812,2003,MIN
Wally Szczerbiak,2933187,2003,MIN
Rasho Nesterovic,2436813,2003,MIN
Troy Hudson,2000000,2003,MIN
Kendall Gill,1030000,2003,MIN
Rod Strickland,1030000,2003,MIN
Gary Trent,824935,2003,MIN
Loren Woods,662435,2003,MIN
Felipe Lopez,637435,2003,MIN
Igor Rakocevic,349458,2003,MIN
Reggie Slater,321926,2003,MIN
Kevin Garnett,28000000,2004,MIN
Latrell Sprewell,13500000,2004,MIN
Wally Szczerbiak,8000000,2004,MIN
Sam Cassell,5062500,2004,MIN
Michael Olowokandi,4917000,2004,MIN
Ervin Johnson,4418156,2004,MIN
Troy Hudson,2100000,2004,MIN
Gary Trent,938679,2004,MIN
Fred Hoiberg,938679,2004,MIN
Ndudi Ebi,838560,2004,MIN
Oliver Miller,686838,2004,MIN
Mark Madsen,663679,2004,MIN
Trenton Hassell,638679,2004,MIN
Keith McLeod,366931,2004,MIN
Quincy Lewis,202341,2004,MIN
Kevin Garnett,16000000,2005,MIN
Latrell Sprewell,14625000,2005,MIN
Wally Szczerbiak,9000000,2005,MIN
Sam Cassell,6250000,2005,MIN
Michael Olowokandi,5408700,2005,MIN
Troy Hudson,4903000,2005,MIN
Ervin Johnson,4837633,2005,MIN
Trenton Hassell,4350000,2005,MIN
Fred Hoiberg,1600000,2005,MIN
Ndudi Ebi,901440,2005,MIN
Anthony Carter,807546,2005,MIN
Mark Madsen,745046,2005,MIN
Eddie Griffin,695046,2005,MIN
Kevin Garnett,18000000,2006,MIN
Wally Szczerbiak,10000000,2006,MIN
Michael Olowokandi,5900400,2006,MIN
Troy Hudson,5253000,2006,MIN
Marko Jaric,5000000,2006,MIN
Trenton Hassell,4350000,2006,MIN
Eddie Griffin,2500000,2006,MIN
Mark Madsen,2000000,2006,MIN
Fred Hoiberg,1760000,2006,MIN
Rashad McCants,1538400,2006,MIN
Ndudi Ebi,964320,2006,MIN
Anthony Carter,900498,2006,MIN
Nikoloz Tskitishvili,745248,2006,MIN
Ronald Dupree,719373,2006,MIN
Richie Frahm,719373,2006,MIN
Lionel Chalmers,682050,2006,MIN
Dwayne Jones,398762,2006,MIN
Bracey Wright,398762,2006,MIN
Kevin Garnett,21000000,2007,MIN
Mark Blount,7288165,2007,MIN
Ricky Davis,6364400,2007,MIN
Troy Hudson,5603000,2007,MIN
Marko Jaric,5525000,2007,MIN
Mike James,5215000,2007,MIN
Trenton Hassell,4350000,2007,MIN
Eddie Griffin,2700000,2007,MIN
Randy Foye,2448240,2007,MIN
Mark Madsen,2210000,2007,MIN
Rashad McCants,1653720,2007,MIN
Justin Reed,1300000,2007,MIN
Bracey Wright,664209,2007,MIN
Craig Smith,412718,2007,MIN
Vin Baker,86221,2007,MIN
Theo Ratliff,11666666,2008,MIN
Antoine Walker,8329640,2008,MIN
Juwan Howard,6883800,2008,MIN
Marko Jaric,6050000,2008,MIN
Troy Hudson,5953000,2008,MIN
Greg Buckner,3750000,2008,MIN
Michael Doleac,3120000,2008,MIN
Eddie Griffin,2900000,2008,MIN
Randy Foye,2631840,2008,MIN
Sebastian Telfair,2562426,2008,MIN
Corey Brewer,2535720,2008,MIN
Al Jefferson,2480885,2008,MIN
Mark Madsen,2420000,2008,MIN
Kirk Snyder,2358433,2008,MIN
Rashad McCants,1769160,2008,MIN
Beno Udrih,1747096,2008,MIN
Ryan Gomes,770610,2008,MIN
Craig Smith,687456,2008,MIN
Chris Richard,427163,2008,MIN
Al Jefferson,11000000,2009,MIN
Mike Miller,9028575,2009,MIN
Juwan Howard,7375500,2009,MIN
Brian Cardinal,6300000,2009,MIN
Jason Collins,6200000,2009,MIN
Ryan Gomes,3650000,2009,MIN
Shelden Williams,3395760,2009,MIN
Kevin Love,3163680,2009,MIN
Randy Foye,2815560,2009,MIN
Corey Brewer,2725920,2009,MIN
Mark Madsen,2630000,2009,MIN
Craig Smith,2500000,2009,MIN
Sebastian Telfair,2300000,2009,MIN
Rodney Carney,1655760,2009,MIN
Kevin Ollie,1262275,2009,MIN
Bobby Brown,442114,2009,MIN
Al Jefferson,12000000,2010,MIN
Mark Blount,7962500,2010,MIN
Darko Milicic,7500000,2010,MIN
Antonio Daniels,5863580,2010,MIN
Ryan Gomes,3867500,2010,MIN
Ramon Sessions,3670667,2010,MIN
Kevin Love,3401040,2010,MIN
Damien Wilkins,3300000,2010,MIN
Jonny Flynn,2969280,2010,MIN
Corey Brewer,2916120,2010,MIN
Ryan Hollins,2183333,2010,MIN
Oleksiy Pecherov,1547640,2010,MIN
Sasha Pavlovic,1500000,2010,MIN
Alando Tucker,1071720,2010,MIN
Wayne Ellington,1003560,2010,MIN
Chucky Atkins,760000,2010,MIN
Nathan Jawai,736420,2010,MIN
Eddy Curry,11530592,2011,MIN
Michael Beasley,4962240,2011,MIN
Martell Webster,4800000,2011,MIN
Darko Milicic,4325000,2011,MIN
Nikola Pekovic,4000000,2011,MIN
Luke Ridnour,4000000,2011,MIN
Wesley Johnson,3726600,2011,MIN
Kevin Love,3638280,2011,MIN
Jonny Flynn,3192000,2011,MIN
Sebastian Telfair,2700000,2011,MIN
Anthony Tolliver,2200000,2011,MIN
Anthony Randolph,1965720,2011,MIN
Wayne Ellington,1078800,2011,MIN
Lazar Hayward,1020960,2011,MIN
Sundiata Gaines,237626,2011,MIN
Maurice Ager,83305,2011,MIN
Michael Beasley,6262347,2012,MIN
Martell Webster,5256000,2012,MIN
Darko Milicic,4776500,2012,MIN
Brad Miller,4752000,2012,MIN
Kevin Love,4609701,2012,MIN
Derrick Williams,4602720,2012,MIN
Nikola Pekovic,4503600,2012,MIN
Jose Barea,4300000,2012,MIN
Wesley Johnson,4006080,2012,MIN
Luke Ridnour,3680000,2012,MIN
Ricky Rubio,3480120,2012,MIN
Anthony Randolph,2911231,2012,MIN
Anthony Tolliver,2050000,2012,MIN
Wayne Ellington,1154040,2012,MIN
Malcolm Lee,500000,2012,MIN
Kevin Love,13668750,2013,MIN
Andrei Kirilenko,9779349,2013,MIN
Darko Milicic,5228000,2013,MIN
Brandon Roy,5100000,2013,MIN
Derrick Williams,4947840,2013,MIN
Nikola Pekovic,4837200,2013,MIN
Jose Barea,4493500,2013,MIN
Luke Ridnour,4000000,2013,MIN
Ricky Rubio,3741120,2013,MIN
Alexey Shved,2934610,2013,MIN
Greg Stiemsma,2575000,2013,MIN
Dante Cunningham,2090000,2013,MIN
Josh Howard,1229255,2013,MIN
Louis Amundson,1069509,2013,MIN
Chase Budinger,885120,2013,MIN
Malcolm Lee,762195,2013,MIN
Martell Webster,600000,2013,MIN
Mickael Gelabale,447298,2013,MIN
Chris Johnson,447298,2013,MIN
Will Conroy,85439,2013,MIN
Lazar Hayward,80413,2013,MIN
Kevin Love,14693906,2014,MIN
Nikola Pekovic,12100000,2014,MIN
Kevin Martin,6500000,2014,MIN
Derrick Williams,5016960,2014,MIN
Chase Budinger,5000000,2014,MIN
Jose Barea,4687000,2014,MIN
Corey Brewer,4500000,2014,MIN
Ricky Rubio,4002120,2014,MIN
Alexey Shved,3150000,2014,MIN
Dante Cunningham,2180000,2014,MIN
Shabazz Muhammad,1887120,2014,MIN
Ronny Turiaf,1500000,2014,MIN
Gorgui Dieng,1352640,2014,MIN
Chris Johnson,916099,2014,MIN
Nikola Pekovic,12100000,2015,MIN
Kevin Garnett,12000000,2015,MIN
Kevin Martin,6792500,2015,MIN
Anthony Bennett,5563920,2015,MIN
Andrew Wiggins,5510640,2015,MIN
Ricky Rubio,5070686,2015,MIN
Chase Budinger,5000000,2015,MIN
Gary Neal,3250000,2015,MIN
Zach LaVine,2055840,2015,MIN
Shabazz Muhammad,1971960,2015,MIN
Adreian Payne,1855320,2015,MIN
Gorgui Dieng,1413480,2015,MIN
Robbie Hummel,880000,2015,MIN
Justin Hamilton,816482,2015,MIN
Lorenzo Brown,283367,2015,MIN
Miroslav Raduljica,96100,2015,MIN
Arinze Onuaku,43226,2015,MIN
Sean Kilpatrick,29843,2015,MIN
Ricky Rubio,12365000,2016,MIN
Nikola Pekovic,12100000,2016,MIN
Kevin Garnett,8500000,2016,MIN
Kevin Martin,7085000,2016,MIN
Andrew Wiggins,5758680,2016,MIN
Karl-Anthony Towns,5703600,2016,MIN
Nemanja Bjelica,4000000,2016,MIN
Anthony Bennett,3650000,2016,MIN
Zach LaVine,2148360,2016,MIN
Shabazz Muhammad,2056920,2016,MIN
Adreian Payne,1938840,2016,MIN
Andre Miller,1499187,2016,MIN
Tayshaun Prince,1499187,2016,MIN
Gorgui Dieng,1474440,2016,MIN
Tyus Jones,1282080,2016,MIN
Damjan Rudez,1149500,2016,MIN
Greg Smith,247623,2016,MIN
Ricky Rubio,13550000,2017,MIN
Nikola Pekovic,12100000,2017,MIN
Kevin Garnett,8000000,2017,MIN
Cole Aldrich,7643979,2017,MIN
Andrew Wiggins,6006600,2017,MIN
Karl-Anthony Towns,5960160,2017,MIN
Jordan Hill,3911380,2017,MIN
Kris Dunn,3872520,2017,MIN
Nemanja Bjelica,3800000,2017,MIN
Brandon Rush,3500000,2017,MIN
Shabazz Muhammad,3046299,2017,MIN
Gorgui Dieng,2348783,2017,MIN
Zach LaVine,2240880,2017,MIN
Adreian Payne,2022240,2017,MIN
Kevin Martin,1360305,2017,MIN
Tyus Jones,1339680,2017,MIN
John Lucas III,635753,2017,MIN
Lance Stephenson,144386,2017,MIN
Omri Casspi,138414,2017,MIN
Jimmy Butler,19301070,2018,MIN
Jeff Teague,19000000,2018,MIN
Gorgui Dieng,14112360,2018,MIN
Taj Gibson,14000000,2018,MIN
Nikola Pekovic,11600000,2018,MIN
Andrew Wiggins,7574322,2018,MIN
Cole Aldrich,7300000,2018,MIN
Karl-Anthony Towns,6216840,2018,MIN
Jamal Crawford,4328000,2018,MIN
Nemanja Bjelica,3949999,2018,MIN
Justin Patton,2247480,2018,MIN
Aaron Brooks,2116955,2018,MIN
Shabazz Muhammad,1577230,2018,MIN
Tyus Jones,1471382,2018,MIN
Kevin Martin,1360305,2018,MIN
Marcus Georges-Hunt,1312611,2018,MIN
Jayson Williams,12375000,2000,NJN
Stephon Marbury,9000000,2000,NJN
Kerry Kittles,7166666,2000,NJN
Kendall Gill,5600000,2000,NJN
Jim McIlvaine,4800000,2000,NJN
Keith Van Horn,3451920,2000,NJN
Jamie Feick,2000000,2000,NJN
Elliot Perry,2000000,2000,NJN
Lucious Harris,1920000,2000,NJN
Johnny Newman,1100000,2000,NJN
Scott Burrell,1000000,2000,NJN
Sherman Douglas,1000000,2000,NJN
Michael Cage,510000,2000,NJN
Jack Haley,510000,2000,NJN
Gheorghe Muresan,510000,2000,NJN
Evan Eschmeyer,301875,2000,NJN
Jayson Williams,13800000,2001,NJN
Stephon Marbury,10130000,2001,NJN
Keith Van Horn,9000000,2001,NJN
Kerry Kittles,7770000,2001,NJN
Kendall Gill,7000000,2001,NJN
Jim McIlvaine,5400000,2001,NJN
Kenyon Martin,3536640,2001,NJN
Aaron Williams,2250000,2001,NJN
Jamie Feick,2200000,2001,NJN
Lucious Harris,2160000,2001,NJN
Johnny Newman,2000000,2001,NJN
Sherman Douglas,1100000,2001,NJN
Elliot Perry,1050000,2001,NJN
Kevin Ollie,523500,2001,NJN
Evan Eschmeyer,423500,2001,NJN
Stephen Jackson,316969,2001,NJN
Soumaila Samake,316969,2001,NJN
Jayson Williams,15125000,2002,NJN
Keith Van Horn,10865250,2002,NJN
Jason Kidd,8447500,2002,NJN
Kerry Kittles,8166667,2002,NJN
Chris Dudley,6200000,2002,NJN
Jim McIlvaine,6000000,2002,NJN
Todd MacCulloch,4538000,2002,NJN
Kenyon Martin,3801960,2002,NJN
Aaron Williams,2475000,2002,NJN
Lucious Harris,2400000,2002,NJN
Jamie Feick,2400000,2002,NJN
Richard Jefferson,1379400,2002,NJN
Jason Collins,1067400,2002,NJN
Brandon Armstrong,865800,2002,NJN
Derrick Dial,540850,2002,NJN
Steve Goodrich,465850,2002,NJN
Brian Scalabrine,332817,2002,NJN
Reggie Slater,122218,2002,NJN
Dikembe Mutombo,16105264,2003,NJN
Jason Kidd,9265000,2003,NJN
Kerry Kittles,8966667,2003,NJN
Jim McIlvaine,4400000,2003,NJN
